1820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1140879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
717,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
802,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2870,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
3003,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3621,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
4972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
734017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
205,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
342,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
1236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
2258,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2549,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
2647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
2708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
2871,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
4597,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
4719,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
191674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
203139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
344149,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1402794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1557323,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1558226,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
1604623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
1751113,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1969560,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2003552,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2061425,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
402,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
770,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1315,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
1662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
2178,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
2378,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
2422,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
2643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
3028,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
3074,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
3513,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
4538,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
5635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
6257,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
6823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
8701,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
18599,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
34596,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
654881,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
869830,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1569919,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1732953,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
1877695,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
2077356,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
277,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
465,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
678,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
1375,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
1733,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
2945,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
4634,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
4702,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
5154,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
5554,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
5790,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
6400,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
8547,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
8852,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
10640,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1
11710,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
29487,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
484497,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
666190,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
689859,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
715450,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1271029,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
1273271,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
1328546,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1573073,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
1620256,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1
2061069,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
2072061,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1
2075433,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1
5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
812,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
918,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1
1162,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1212,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1
1672,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1
