3,0
5,0
1122316,1
1064973,1
8206,0
393233,1
1961987,1
1859604,1
638997,1
237595,1
409628,1
393221,1
39,0
720941,1
565294,1
1892404,1
1867835,1
909375,1
505184,1
90180,0
270412,1
499726,1
606298,1
1097822,0
102,1
6823,1
114801,1
32886,1
376954,1
163967,1
16513,0
1892484,1
1171604,1
114837,1
1867926,1
1862340,1
950428,1
2072734,0
1876134,1
99697,1
1564849,1
1851580,1
155843,2
794825,1
778442,1
245964,1
205,0
147666,1
1851605,1
1884375,1
65752,1
1884380,1
696541,1
508128,1
1442575,1
1736930,1
253,0
442622,1
1705172,1
106762,1
2064653,0
1515791,1
352529,1
1925396,1
277,0
1892635,1
246044,1
1639814,1
1851686,1
299,0
33074,1
336182,1
409912,1
1933364,1
1524026,1
1925445,1
1810760,1
331,0
342,0
82270,1
354,0
147811,2
344423,1
598377,0
1868141,1
1474930,1
1492371,1
90500,0
1843591,1
1843593,1
983435,1
402,1
1905376,0
614807,1
475552,0
811425,1
1835431,1
1810858,1
876972,1
1548718,1
432,0
433,0
441,0
98746,2
1884604,1
451,0
475589,1
754120,1
213449,0
917962,1
1065423,1
465,0
8658,0
139732,2
195055,1
147928,1
1942948,1
1835484,1
1204702,1
1647073,1
1901030,1
489,0
1958378,1
819692,1
1958387,1
8701,1
582142,1
639501,1
1860112,1
1835537,1
1966614,0
909857,1
1876515,1
1704488,1
8745,0
1294891,1
1090101,1
860728,1
524859,1
25148,2
426567,1
1851979,0
16978,2
991827,1
483931,1
500318,1
1876577,1
901222,1
598632,1
393840,1
639,0
950916,0
230021,0
279176,1
307308,0
1852047,1
2024083,1
8852,1
1888768,1
1974936,1
320162,0
25251,0
676,0
607686,0
678,0
1765489,0
683,0
17068,1
690,0
25267,1
693,0
1843894,1
123575,1
74426,1
1565373,1
1491646,1
1204927,1
737989,1
713,0
717,0
967380,1
1467093,0
1950423,1
1477412,1
1966811,1
1843938,1
1557220,1
1840593,1
8937,0
1876716,1
1417965,1
541424,0
58097,0
754,2
2056947,0
1188599,1
1852155,1
1499902,1
631552,0
770,0
680707,0
312068,1
910086,1
1073281,1
1852170,1
574223,0
8976,1
8978,1
25367,1
1950491,1
1032989,1
992031,1
801,0
802,0
975651,0
1860388,1
1860395,1
812,0
2032429,1
1639214,1
1860406,1
1909562,1
1540926,1
893760,1
836419,1
1329974,1
484167,0
391991,1
41807,2
525138,1
983892,1
1614678,1
1837882,1
1426271,1
1997627,1
1852260,1
90983,0
1835882,1
1885041,1
2024306,1
1893235,1
2047535,1
1508223,1
631683,1
1467268,1
1844102,1
1858369,1
1409930,1
197521,1
918,0
2073499,1
1655708,1
1868711,1
1505245,1
33710,1
1860527,1
1909682,0
697267,1
525237,1
952,0
476094,1
1844160,1
115651,0
1868748,1
1921186,1
1992436,1
353239,1
993,0
500709,1
1006,0
1442805,1
1475576,1
2057211,0
1975293,1
1028,2
211798,2
1967114,1
1180685,1
1038,0
902159,1
1901585,1
1860626,1
1885203,1
713755,1
476188,1
1874778,1
1877023,1
1500195,1
2024486,1
1142962,1
1861128,1
1868851,1
1885245,1
2049086,0
7008,2
705602,1
672835,1
17477,0
1147981,1
1853321,1
1860690,1
107609,0
1844320,1
9315,0
1877094,1
1131623,1
410728,0
279660,1
2040943,0
1393777,1
1451125,1
454847,1
1123453,1
124030,1
1893506,1
1860740,1
1162,0
91276,2
9357,0
74897,1
2031811,1
1909908,1
328859,1
1893540,1
1844390,1
902318,0
386225,1
1202,0
9401,0
812219,1
1212,0
287934,1
408437,1
1569,0
17616,1
17619,0
1236,0
813945,1
247000,2
1901786,1
1950940,1
935142,1
107754,0
443629,0
107759,2
1266,0
9472,1
115969,1
623876,1
1369350,1
165135,2
181521,0
509202,1
1893666,1
1315,0
1828135,1
1836328,0
1877289,1
1750578,0
17712,2
247091,2
2052318,1
1893686,1
927031,1
86239,1
1908960,1
1852741,1
17734,1
329042,0
427350,1
1369,0
904079,1
1375,0
1893737,1
533870,0
132463,1
1516912,1
17777,1
42355,2
1934712,1
189818,2
91518,2
76153,0
9604,2
1414,0
2024845,0
1844622,1
648593,1
1172883,1
2025028,1
771483,1
1439,0
91552,1
1934753,1
189858,0
1369507,1
189860,1
1090985,1
42411,1
959921,1
1869245,1
738752,1
1475,0
148934,2
1944481,1
34250,0
550347,2
1926612,1
1493,0
394712,1
1017307,1
1504,0
370155,1
1164787,1
1715113,1
1211306,1
181762,1
312840,1
902672,1
1582613,1
566806,1
1931898,1
1869339,1
79450,1
738847,1
11184,1
1902117,1
329256,2
1959468,1
9775,0
1910326,1
17976,0
984638,1
1852993,1
1602,0
1898074,1
1773836,1
1613,0
468559,2
9809,2
484948,1
1629,2
67168,2
1975905,1
1377899,0
1115756,1
9837,2
1164917,0
616056,1
1662,0
1892629,1
329349,0
1713798,1
1672,0
222857,0
288394,0
1975949,0
378510,1
1877613,1
992915,1
1685,0
1164951,1
1836701,1
1140383,1
501410,1
1853094,1
894631,1
2049704,1
1844906,1
1935024,1
1853105,1
1836727,1
1943224,0
222907,0
2074300,1
1894082,1
1733,0
2074316,0
632526,1
1607381,1
378582,0
1751,0
1828570,1
1757,0
157407,1
1058532,1
2033383,0
960232,1
567017,1
2033387,0
1774,0
1935089,1
9970,2
878324,1
1783,2
478164,1
542460,1
9982,0
1017601,1
370442,2
288523,1
67343,2
666468,0
1820,0
1902213,0
1935140,1
1877804,1
1837,0
76766,2
288575,1
1533760,1
1656641,1
1779523,1
1114422,1
10064,0
241202,1
935766,1
1238889,1
927596,1
1517424,1
1906,0
853875,1
2000757,1
1034102,1
18298,2
